commit	9.86	10.49	commit	11.22	13.53
commonplace	15.08	16.11	commonplace	16.92	18.79
commonsense	20.46	21.49	commonsense	22.22	23.27
compact	24.82	25.71	compact	26.42	30.07
compatible	31.72	32.59	compatible	33.36	36.03
compensate	37.60	38.55	compensate	39.28	40.89
compile	42.48	43.21	compile	43.94	45.61
complaisance	47.22	48.25	complaisance	48.96	51.81
complaisant	53.32	54.25	complaisant	55.00	57.45
complicity	58.96	59.83	complicity	60.62	62.27
compress	63.82	64.69	compress	65.42	66.97
compulsion	68.50	69.39	compulsion	70.12	71.75
compulsory	73.32	74.19	compulsory	74.92	77.35
compunction	78.96	79.81	compunction	80.54	82.49
con	84.00	84.65	con	85.42	87.43
concatenate	89.02	90.13	concatenate	90.88	92.49
concave	94.22	95.11	concave	96.00	96.59
conceit	98.18	98.97	conceit	99.76	101.43
concession	103.00	103.87	concession	104.70	105.37
conciliate	106.94	107.93	conciliate	108.78	111.09
concinnity	112.66	113.63	concinnity	114.40	116.79
concise	118.36	119.41	concise	120.20	121.07
concord	122.60	123.43	concord	124.16	125.63
condemn	127.18	127.89	condemn	128.70	130.49
condescend	132.06	133.03	condescend	133.82	135.53
condign	137.10	137.89	condign	138.70	141.31
condole	142.86	143.57	condole	144.34	145.95
conducive	147.52	148.39	conducive	149.10	151.75
confederacy	153.32	154.35	confederacy	155.08	156.95
confer	158.52	159.25	confer	160.00	163.39
confess	165.00	165.87	confess	166.68	168.13
confidant	169.70	170.51	confidant	171.22	174.19
confidential	175.76	176.71	confidential	177.50	178.31
confiscate	179.98	180.97	confiscate	181.74	183.61
congeal	185.26	186.05	congeal	186.76	188.31
congregate	190.00	190.91	congregate	191.64	193.35
conjoin	194.96	195.79	conjoin	196.52	197.59
conscience	199.20	200.07	conscience	200.88	202.69
conscript	204.32	205.21	conscript	206.00	208.77
consecrate	210.38	211.33	consecrate	212.12	214.29
consensus	215.92	216.97	consensus	217.78	218.73
consent	220.32	221.17	consent	221.90	223.51
consequential	225.08	226.11	consequential	226.84	229.09
console	230.72	231.51	console	232.32	233.77
consolidate	235.38	236.41	consolidate	237.10	239.69
consonance	241.38	242.27	consonance	243.06	245.63
consonant	247.28	248.13	consonant	248.96	250.75
conspicuous	252.40	253.51	conspicuous	254.26	256.71
conspire	258.28	259.15	conspire	260.04	261.89
constellation	263.50	264.53	constellation	265.28	267.39
construct	268.94	269.83	construct	270.56	272.23
consul	273.80	274.51	consul	275.28	276.03
contain	277.60	278.39	contain	279.20	283.45
contaminate	285.08	286.03	contaminate	286.78	288.31
contend	289.80	290.61	contend	291.34	294.87
contented	296.44	297.31	contented	298.04	299.35
contest	300.98	301.87	contest	302.66	304.47
contiguous	306.08	307.07	contiguous	307.80	309.75
contort	311.32	312.11	contort	312.74	314.33
controvert	315.92	316.83	controvert	317.58	319.07
contumacious	320.72	321.93	contumacious	322.72	324.73
contumacy	326.48	327.41	contumacy	328.20	329.93
contumely	331.56	332.37	contumely	333.32	334.71
conundrum	336.26	337.05	conundrum	337.86	339.51
convalescent	341.22	342.25	convalescent	343.08	344.11
convene	345.68	346.47	convene	347.28	348.83
convergent	350.38	351.33	convergent	352.08	352.93
convict	354.52	355.35	convict	356.10	356.81
convict	358.40	359.23	convict	359.98	360.67
convoke	362.26	363.07	convoke	363.82	365.47
convoy	367.02	367.73	convoy	368.54	370.09
convulse	371.64	372.45	convulse	373.24	375.55
cordial	377.18	377.89	cordial	378.64	380.75
coronation	382.32	383.25	coronation	384.00	384.97
corporeal	386.58	387.49	corporeal	388.34	391.01
correspondent	392.58	393.69	correspondent	394.42	398.39
corrode	399.96	400.67	corrode	401.40	403.45
corrugate	405.12	405.97	corrugate	406.70	408.83
corrugated	410.46	411.41	corrugated	412.14	413.23
corrupt	414.84	415.61	corrupt	416.36	423.54
coruscate	425.08	426.03	coruscate	426.78	427.49
cosmopolitanism	429.16	430.59	cosmopolitanism	431.32	433.55
cosmos	435.20	436.19	cosmos	437.02	437.73
cosset	439.30	440.01	cosset	440.80	442.29
costume	443.92	444.75	costume	445.52	447.15
cosy	448.70	449.39	cosy	450.14	451.85
coterminous	453.42	454.49	coterminous	455.28	457.99
countrified	459.64	460.59	countrified	461.40	463.37
coup	464.96	465.55	coup	466.32	468.49
covenant	470.14	470.89	covenant	471.64	473.87
covert	475.48	476.23	covert	477.02	478.91
cow	480.48	481.09	cow	481.90	483.53
coward	485.10	485.81	coward	486.60	487.61
cower	489.30	489.99	cower	490.74	492.69
coy	494.24	494.91	coy	495.66	498.49
cozen	499.96	500.63	cozen	501.36	502.99
crab	504.50	505.21	crab	505.94	509.59
crabbed	511.16	511.95	crabbed	512.74	513.59
crack	515.18	515.85	crack	516.60	520.37
crackpot	522.00	522.87	crackpot	523.70	526.41
crafty	528.06	528.83	crafty	529.54	531.59
cramp	533.16	533.85	cramp	534.68	538.19
cranky	539.78	540.49	cranky	541.22	543.17
crass	544.70	545.53	crass	546.28	548.11
craven	549.64	550.39	craven	551.14	553.11
credence	554.76	555.61	credence	556.32	557.97
credo	559.58	560.29	credo	561.04	561.95
creep	563.50	564.11	creep	564.90	569.67
crepuscular	571.26	572.27	crepuscular	573.00	574.87
crescendo	576.52	577.41	crescendo	578.28	580.09
crib	581.68	582.31	crib	583.08	585.05
crimp	586.62	587.23	crimp	588.04	590.59
cringing	592.16	592.91	cringing	593.66	595.27
croak	596.78	597.45	croak	598.28	601.19
cronyism	602.74	603.65	cronyism	604.38	607.83
crook	609.38	609.99	crook	610.70	613.11
croon	614.68	615.41	croon	616.28	617.49
crouch	619.04	619.83	crouch	620.64	622.11
crucial	623.74	624.47	crucial	625.26	626.39
crudity	627.98	628.81	crudity	629.60	631.25
crumb	632.82	633.53	crumb	634.36	638.51
crumble	640.10	640.77	crumble	641.56	643.21
crusade	644.84	645.71	crusade	646.50	651.15
cub	652.74	653.29	cub	654.06	657.37
cuddle	658.94	659.53	cuddle	660.26	661.79
cue	663.44	664.13	cue	664.92	666.47
cull	668.04	668.59	cull	669.32	672.61
culmination	674.18	675.15	culmination	675.96	677.61
culprit	679.18	679.93	culprit	680.72	681.43
cult	682.20	682.86	cult	683.05	686.73
cultivate	688.30	689.15	cultivate	689.90	691.41
cultivated	693.06	693.97	cultivated	694.70	697.83
cumber	699.40	700.09	cumber	700.90	702.35
cunning	703.96	704.59	cunning	705.36	712.27
cupidity	713.84	714.87	cupidity	715.54	716.31
curator	717.96	718.91	curator	719.72	720.51
curdle	722.06	722.61	curdle	723.34	725.39
curfew	726.94	727.69	curfew	728.46	729.25
cutlery	730.90	731.69	cutlery	732.50	733.21
cyclone	734.82	735.69	cyclone	736.56	738.59
cynic	740.16	740.85	cynic	741.64	745.21
cynosure	746.94	747.75	cynosure	748.58	749.89
dabble	751.50	752.13	dabble	753.00	755.05
daft	756.70	757.49	daft	758.30	760.33
dainty	761.84	762.61	dainty	763.34	770.00
dalliance	771.58	772.53	dalliance	773.34	775.63
dally	777.28	777.97	dally	778.72	780.65
damn	782.24	782.87	damn	783.60	786.35
damp	787.94	788.63	damp	789.36	792.27
dangle	793.84	794.63	dangle	795.36	798.41
dank	799.96	800.69	dank	801.44	803.37
dapper	804.94	805.69	dapper	806.50	809.59
daredevil	811.10	811.87	daredevil	812.64	817.23
dash	818.72	819.53	dash	820.34	827.83
daub	829.54	830.25	daub	831.06	832.99
dawdle	834.56	835.21	dawdle	836.00	838.21
daze	839.78	840.65	daze	841.46	846.12
deaden	847.70	848.41	deaden	849.14	850.77
deadlock	852.36	853.19	deadlock	854.02	856.15
debar	857.80	858.49	debar	859.32	860.13
debark	861.74	862.53	debark	863.40	867.87
