9.580000	10.540000	exaltation
11.460000	12.850000	3
14.430000	15.420000	exceptionable
16.300000	17.620000	5
19.240000	20.030000	exceptional
20.880000	21.650000	7
23.430000	24.100000	excerpt
24.930000	27.200000	9
28.930000	29.940000	excitability
30.790000	32.820000	11
34.520000	35.310000	exclaim
36.190000	37.660000	13
39.370000	40.350000	exclamation
41.210000	43.240000	15
44.980000	46.060000	excogitate
46.980000	48.130000	17
49.820000	50.820000	excoriate
51.700000	53.710000	19
55.490000	56.260000	excrete
57.140000	58.840000	21
60.660000	61.740000	excruciate
62.680000	64.560000	23
66.230000	67.150000	exculpate
68.080000	71.460000	25
73.220000	74.190000	excursive
75.120000	75.880000	27
77.660000	78.470000	execrable
79.360000	81.170000	29
82.870000	83.670000	execrate
84.550000	86.453757	31
88.210000	89.160000	exhaustive
90.090000	92.120000	34
93.880000	94.580000	exhume
95.440000	97.100000	36
98.750000	99.550000	exigent
100.410000	102.260000	38
104.050000	105.150000	exiguous
106.100000	108.000000	40
109.680000	110.690000	expaciate
111.530000	113.270000	42
115.040000	116.010000	expatriate
116.960000	119.690000	44
121.350000	122.380000	expeditious
123.270000	125.150000	46
126.810000	127.400000	expel
128.240000	129.910000	48
131.560000	132.350000	expend
133.150000	134.700000	50
136.390000	137.290000	expenditure
138.120000	140.750000	52
142.550000	143.290000	expiate
144.160000	144.850000	54
146.560000	147.350000	expire
148.210000	150.560000	56
152.330000	153.130000	explicable
153.970000	154.980000	58
156.670000	157.800000	expostulate
158.590000	160.080000	60
161.750000	162.560000	expound
163.430000	164.940000	62
166.600000	167.630000	expropriate
168.490000	169.920000	64
171.560000	172.440000	expulsion
173.300000	174.870000	66
176.470000	177.360000	expunge
178.200000	178.970000	68
180.640000	181.510000	expurgate
182.330000	184.250000	70
185.940000	187.060000	extemporize
187.850000	188.970000	72
190.620000	191.590000	extenuate
192.400000	193.990000	74
195.650000	196.710000	externalize
197.550000	199.080000	76
200.750000	201.710000	extinguish
202.520000	206.088395	78
207.720000	208.730000	extirpation
209.560000	211.160000	81
212.820000	213.570000	extort
214.410000	215.900000	83
217.640000	218.430000	extradite
219.270000	219.820000	85
221.540000	222.530000	exstremist
223.430000	224.620000	87
226.280000	227.140000	extricate
228.000000	231.000000	89
232.750000	233.600000	extrovert
234.470000	235.930000	91
237.660000	238.460000	extrude
239.300000	243.440000	93
245.270000	246.230000	exuberance
247.120000	248.620000	95
250.310000	251.030000	exude
251.900000	254.620000	97
256.330000	257.010000	exult
257.840000	259.340000	99
261.040000	261.870000	exultant
262.780000	266.270000	101
267.940000	268.650000	fabric
269.490000	271.210000	103
272.870000	273.880000	fabulous
274.770000	277.417220	105
279.020000	279.980000	factitious
280.840000	282.750000	108
284.400000	285.170000	faculty
285.980000	289.110000	110
290.820000	291.450000	fad
292.320000	293.020000	112
294.750000	295.320000	fake
296.310000	298.650000	114
300.360000	301.160000	fallacy
302.080000	303.500000	116
305.280000	306.110000	fallibility
307.000000	308.840000	118
310.490000	311.180000	falsehood
312.030000	312.730000	120
314.420000	315.360000	familiarity
316.200000	321.516691	122
322.340000	322.980000	famine
323.840000	324.480000	125
326.190000	326.960000	famish
327.860000	328.770000	127
330.450000	331.210000	fancied
332.110000	333.890000	129
335.570000	336.220000	fang
337.080000	337.690000	131
339.330000	340.030000	farewell
340.830000	344.020000	133
345.670000	346.360000	fasten
347.240000	348.080000	135
349.690000	350.280000	fatal
351.250000	353.420000	137
355.030000	355.680000	fathom
356.550000	360.100000	139
361.790000	362.620000	fatidic
363.430000	364.180000	141
365.840000	366.550000	fatigue
367.480000	368.860000	143
370.520000	371.150000	fatten
371.990000	376.422881	145
378.020000	378.800000	fatuity
379.640000	381.100000	148
382.800000	383.550000	faze
384.370000	385.670000	150
387.390000	388.040000	fealty
388.870000	390.470000	152
392.140000	392.820000	feasible
393.650000	395.540000	154
397.240000	397.790000	feat
398.650000	400.210000	156
401.970000	402.760000	febrile
403.530000	405.530000	158
407.250000	408.130000	fecundity
408.990000	412.650000	160
414.240000	414.850000	feeble
415.650000	416.510000	162
418.230000	418.820000	feint
419.680000	422.424156	164
424.070000	424.870000	feisty
425.730000	427.520000	167
429.160000	430.100000	felicitate
430.960000	432.783392	169
434.460000	435.460000	felicitous
436.360000	438.230000	172
439.880000	440.580000	feline
441.430000	443.050000	174
444.690000	445.200000	felon
446.040000	446.900000	176
448.470000	449.030000	feral
449.940000	451.830000	178
453.450000	454.430000	fermentation
455.240000	455.810000	180
457.490000	458.360000	ferocious
459.220000	461.100000	182
462.730000	463.260000	fertile
464.190000	465.980000	184
467.760000	468.510000	fiat
469.410000	470.730000	186
472.420000	473.210000	figurien
474.090000	476.290000	188
477.970000	478.580000	file
479.480000	481.110000	190
482.880000	483.520000	filial
484.470000	485.290000	192
487.070000	487.920000	filibuster
488.790000	494.860000	194
496.560000	497.160000	filter
498.050000	500.950000	196
502.600000	503.150000	filth
504.070000	506.340000	198
507.990000	508.640000	finable
509.530000	510.620000	200
512.310000	513.030000	finagle
514.010000	515.620000	202
517.290000	517.900000	finale
518.910000	521.470000	204
523.210000	523.910000	finite
524.900000	525.740000	206
527.480000	528.270000	firearm
529.170000	529.860000	208
531.490000	532.180000	fiscal
533.120000	535.324171	210
537.120000	537.700000	fissile
538.590000	539.530000	213
541.260000	541.890000	fissure
542.530000	543.950000	215
545.640000	546.270000	fitful
547.110000	549.080000	217
550.750000	551.450000	flaccid
552.300000	554.090000	219
555.850000	556.700000	flagellate
557.580000	559.050000	221
560.700000	561.280000	flair
562.170000	564.992308	223
566.600000	567.250000	flak
568.180000	569.990000	226
571.700000	572.440000	flammable
573.320000	574.080000	228
575.750000	576.430000	flatten
577.390000	580.430000	230
582.130000	582.910000	flatulent
583.870000	585.800000	232
587.480000	588.120000	flay
589.020000	593.541738	234
595.090000	595.750000	fleece
596.630000	600.390000	238
602.060000	602.670000	fleet
603.590000	609.002283	240
610.630000	611.220000	flicker
612.140000	613.670000	243
615.360000	616.020000	flighty
616.840000	619.130000	245
620.770000	621.720000	flimflam
622.640000	624.990000	247
626.660000	627.360000	flinch
628.190000	630.040000	249
631.710000	632.330000	flit
633.150000	635.430000	251
637.050000	637.760000	floppy
638.730000	641.042081	253
642.700000	643.420000	flossy
644.270000	649.231024	256
650.980000	651.630000	fluke
652.490000	655.093054	259
656.740000	657.390000	flunk
658.240000	659.010000	262
660.650000	661.410000	flush
662.310000	666.682869	264
668.320000	668.930000	flutter
669.830000	670.490000	268
672.120000	672.800000	fluvial
673.620000	676.310000	270
677.980000	678.680000	flux
679.580000	683.664857	272
685.440000	686.190000	foist
687.070000	689.817751	275
691.530000	692.120000	fold
693.030000	695.075679	278
696.710000	697.460000	folksy
698.360000	700.150000	281
701.800000	702.510000	foment
703.380000	703.990000	283
705.580000	706.200000	fondle
707.110000	708.600000	285
710.310000	711.160000	foolproof
712.070000	714.550000	287
716.280000	716.840000	footle
717.780000	720.880000	289
722.520000	723.270000	foppish
724.100000	727.786702	291
729.500000	730.150000	foray
731.130000	735.886149	294
737.630000	738.360000	forbidding
739.280000	744.410000	298
746.080000	746.970000	forecast
747.880000	749.350000	300
751.030000	751.900000	foreclose
752.820000	755.740000	302
757.400000	758.220000	forensic
759.120000	761.320000	304
762.960000	763.610000	foreword
764.400000	765.880000	306
767.610000	768.380000	forfeiture
769.240000	769.970000	308
771.680000	772.380000	forge
773.210000	779.040000	310
780.780000	781.430000	forger
782.440000	784.490000	312
786.200000	786.900000	forgery
787.730000	788.320000	314
789.950000	790.720000	forgo
791.570000	793.432490	316
795.100000	795.940000	formative
796.750000	799.380000	319
801.020000	801.880000	forswear
802.810000	805.313169	321
807.000000	807.610000	forum
808.560000	810.790000	324
812.400000	813.060000	forward
814.000000	817.720000	326
819.450000	820.430000	fossilize
821.330000	824.110000	328
825.820000	826.440000	foyer
827.300000	829.010000	330
830.760000	831.470000	fractional
832.330000	835.480000	332
837.130000	837.840000	fracture
838.690000	840.990000	334
842.730000	843.630000	fragrance
844.510000	846.000000	336
847.710000	848.470000	fragrant
849.390000	850.220000	338
851.970000	852.690000	fraternal
853.660000	855.840000	340
857.450000	858.100000	frenzy
858.950000	862.747640	342
864.400000	865.130000	friable
866.010000	867.640000	345
869.320000	869.960000	friction
870.830000	873.220000	347
