lap	9.28	9.83	lap	10.56	11.45
lapse	13.08	13.85	lapse	14.58	16.29
lard	17.94	18.69	lard	19.44	21.49
largess	23.08	24.01	largess	24.82	29.49
lark	31.06	31.75	lark	32.56	34.45
lassitude	36.08	36.97	lassitude	37.76	40.57
lasso	42.54	43.31	lasso	44.06	44.87
lasting	46.50	47.29	lasting	48.04	49.99
latch	51.52	52.23	latch	52.98	55.95
latent	57.52	58.23	latent	59.06	61.11
lateral	62.64	63.35	lateral	64.12	65.11
lathe	66.78	67.55	lathe	68.36	71.01
lattice	72.72	73.49	lattice	74.32	75.29
lavender	76.94	77.71	lavender	78.52	81.01
laxative	82.56	83.51	laxative	84.32	86.53
leach	88.16	88.89	leach	89.58	90.17
leak	91.72	92.35	leak	93.16	97.46
leakage	99.12	99.93	leakage	100.78	102.43
lean	103.98	104.69	lean	105.50	108.82
lease	110.38	111.09	lease	111.90	114.55
leer	116.08	116.73	leer	117.46	119.65
leery	121.22	121.89	leery	122.64	124.49
leeward	126.06	126.87	leeward	127.64	128.51
legislature	130.04	131.03	legislature	131.80	134.51
leisureliness	136.10	137.19	leisureliness	138.02	139.73
leniency	141.36	142.29	leniency	143.16	144.87
lesion	146.44	147.21	lesion	147.96	149.71
lethargy	151.32	152.17	lethargy	153.00	155.45
levee	157.08	157.67	levee	158.52	160.23
levelheaded	161.80	162.75	levelheaded	163.66	166.09
levy	167.68	168.27	levy	169.04	170.63
lexical	172.30	173.09	lexical	173.82	175.87
lexicographer	177.46	178.63	lexicographer	179.28	181.05
lexicon	181.90	182.85	lexicon	184.42	185.25
liability	186.04	187.00	liability	187.43	189.19
liaison	190.80	191.67	liaison	192.42	195.25
libel	196.84	197.51	libel	198.34	200.21
libelous	201.88	202.75	libelous	203.50	204.37
liberality	206.08	206.97	liberality	207.74	210.33
liberty	211.90	212.53	liberty	213.32	215.29
licentious	216.90	217.99	licentious	218.80	222.17
licit	223.74	224.45	licit	225.26	226.13
ligneous	227.80	228.73	ligneous	229.54	231.63
liken	233.24	233.93	liken	234.66	236.05
limb	237.60	238.23	limb	238.98	240.07
limbo	241.66	242.43	limbo	243.16	246.21
limn	247.70	248.31	limn	249.12	250.51
limnetic	252.10	252.97	limnetic	253.72	255.53
limousine	257.18	257.99	limousine	258.78	262.01
limp	263.62	264.19	limp	265.00	268.79
lineal	270.34	271.07	lineal	271.72	273.75
linger	275.36	276.05	linger	276.76	280.25
lingual	281.86	282.55	lingual	283.32	285.13
linguistics	286.72	287.87	linguistics	288.62	289.61
lionize	291.22	292.25	lionize	292.98	294.63
liquefy	296.26	297.13	liquefy	297.86	299.49
liquidate	300.98	301.85	liquidate	302.58	304.53
lissome	306.10	306.81	lissome	307.52	308.43
list	309.96	310.75	list	311.48	312.43
lithe	314.04	314.87	lithe	315.68	319.59
loaf	321.22	321.97	loaf	322.74	325.25
locus	326.86	327.69	locus	328.44	330.19
locution	331.72	332.57	locution	333.28	335.71
log	337.36	338.05	log	338.88	342.01
logistics	343.58	344.61	logistics	345.42	347.55
loiter	349.10	349.83	loiter	350.56	356.65
long-winded	358.20	359.23	long-winded	359.96	360.97
loosen	362.60	363.31	loosen	364.08	365.63
lope	367.28	367.89	lope	369.46	372.17
lopsided	373.70	374.71	lopsided	375.50	378.31
lore	379.90	380.53	lore	381.30	384.87
lot	386.52	387.17	lot	387.90	391.59
lottery	393.18	393.95	lottery	394.84	396.51
lout	398.18	398.81	lout	399.72	401.15
loutish	402.74	403.61	loutish	404.40	405.33
lowbred	406.88	407.81	lowbred	408.54	410.67
lubricant	412.30	413.25	lubricant	414.00	414.95
lucre	416.58	417.21	lucre	417.98	419.41
lucubrate	420.98	422.01	lucubrate	422.82	426.89
lug	428.50	429.15	lug	429.96	432.35
lukewarm	434.04	434.97	lukewarm	435.70	437.85
lumber	439.46	440.13	lumber	440.90	444.79
lumen	446.44	447.07	lumen	447.86	448.67
luminary	450.30	451.11	luminary	451.90	454.21
lump	455.68	456.29	lump	457.08	460.13
lunatic	461.66	462.51	lunatic	463.26	465.27
lunge	466.80	467.63	lunge	468.38	469.59
lurch	471.12	471.85	lurch	472.74	475.41
lurk	476.96	477.57	lurk	478.30	480.09
luscious	481.62	482.47	luscious	483.18	485.29
lust	486.86	487.59	lust	488.38	489.67
luster	491.22	491.93	luster	492.74	500.25
lustrous	501.88	502.77	lustrous	503.50	504.59
lusty	506.16	506.95	lusty	507.70	510.59
luxurious	511.42	512.49	luxurious	513.24	515.25
lymphatic	516.78	517.67	lymphatic	518.46	521.59
macerate	523.16	524.11	macerate	524.84	526.89
machination	528.54	529.53	machination	530.30	530.99
madrigal	532.56	533.37	madrigal	534.18	536.81
magenta	538.38	539.17	magenta	539.96	542.41
magniloquent	544.02	545.13	magniloquent	545.92	546.81
magnitude	548.38	549.33	magnitude	550.08	552.91
majestic	554.50	555.41	majestic	556.10	558.39
malaise	559.96	560.81	malaise	561.56	563.37
malediction	564.94	565.89	malediction	566.70	567.39
malefactor	569.02	570.01	malefactor	570.82	572.69
maleficent	574.26	575.29	maleficent	576.10	579.25
malfeasance	580.82	581.93	malfeasance	582.66	584.95
