profligate	9.66	10.55	profligate	11.32	14.95
progenitor	16.60	17.55	progenitor	18.38	19.19
progeny	20.86	21.55	progeny	22.32	23.85
prognosis	25.42	26.51	prognosis	27.30	28.97
pronosticate	30.62	31.83	pronosticate	32.58	34.19
projectile	35.92	36.71	projectile	37.44	38.47
projection	40.02	40.83	projection	41.64	47.37
projector	48.98	49.81	projector	50.62	53.19
prolix	54.84	55.69	prolix	56.42	58.83
prologue	60.44	61.23	prologue	62.02	64.69
promenade	66.26	67.05	promenade	67.92	70.05
prominent	71.72	72.51	prominent	73.24	75.11
promissory	76.68	77.53	promissory	78.34	80.09
prompt	81.68	82.35	prompt	83.14	86.81
prong	88.38	89.11	prong	89.86	94.73
prop	96.26	96.87	prop	97.60	100.39
prophecy	102.00	102.83	prophecy	103.56	104.37
prophet	105.92	106.65	prophet	107.38	109.37
propulsion	110.96	111.83	propulsion	112.56	113.49
prorogue	115.02	115.95	prorogue	116.76	118.69
prosecution	120.30	121.25	prosecution	122.00	125.95
prosperity	127.52	128.47	prosperity	129.30	130.93
prosperous	132.56	133.47	prosperous	134.26	136.13
protagonist	137.78	138.77	protagonist	139.58	141.59
protean	143.24	144.03	protean	144.88	147.33
protocol	148.86	149.73	protocol	150.46	153.81
protuberance	155.32	156.43	protuberance	157.18	158.81
protuberant	160.40	161.41	protuberant	162.14	164.03
provenance	165.60	166.47	provenance	167.28	168.91
proverbially	170.46	171.43	proverbially	172.12	173.51
providendial	175.08	175.97	providendial	176.68	178.63
prowess	180.14	180.89	prowess	181.64	183.95
prowl	185.50	186.19	prowl	186.86	192.17
prude	193.80	194.47	prude	195.28	196.77
prune	198.36	199.09	prune	199.88	202.01
pry	203.60	204.27	pry	205.08	209.42
puerile	210.94	211.67	puerile	212.40	214.59
puffery	216.10	216.79	puffery	217.50	221.03
puissant	222.60	223.39	puissant	224.16	226.37
pulchritude	227.94	228.81	pulchritude	229.54	231.03
pullet	232.64	233.21	pullet	233.94	234.93
pullulate	236.46	237.35	pullulate	238.08	239.61
pulp	241.18	241.75	pulp	242.54	244.11
pulpit	245.70	246.41	pulpit	247.18	248.31
pulverize	249.88	250.83	pulverize	251.64	255.27
punch	256.86	257.47	punch	258.32	260.59
punctilious	262.14	263.21	punctilious	264.00	265.21
pundit	266.88	267.53	pundit	268.28	270.49
puny	272.14	272.75	puny	273.58	275.79
purgatory	277.44	278.23	purgatory	278.98	279.67
purge	281.30	282.01	purge	282.82	284.61
purify	286.18	287.05	purify	287.76	289.57
purloin	291.16	291.97	purloin	292.80	293.59
purported	295.10	295.89	purported	296.76	298.83
purse	300.42	301.09	purse	301.92	304.87
purvey	306.48	307.19	purvey	308.04	309.65
pushy	311.24	311.85	pushy	312.70	317.07
pusillanimous	318.80	319.87	pusillanimous	320.64	321.59
putative	323.30	324.21	putative	324.96	327.05
putrefy	328.62	329.57	putrefy	330.38	331.31
putrid	332.90	333.69	putrid	334.50	335.45
quack	337.15	337.78	quack	338.18	341.25
quaff	342.82	343.53	quaff	344.34	346.03
quail	347.60	348.21	quail	349.04	351.49
qualm	352.98	353.67	qualm	354.50	356.69
quandary	358.20	358.93	quandary	359.72	362.89
queer	364.48	365.13	queer	365.96	367.93
quell	369.48	370.17	quell	370.88	372.35
quench	373.84	374.59	quench	375.42	378.83
query	380.46	381.09	query	381.88	385.17
queue	386.86	387.47	queue	388.20	389.95
quibble	391.48	392.09	quibble	392.82	397.95
quirk	399.60	400.17	quirk	401.06	403.03
quondam	404.62	405.39	quondam	406.18	408.39
quota	410.02	410.67	quota	411.48	413.05
quotidian	414.70	415.63	quotidian	416.44	418.39
rabid	419.98	420.73	rabid	421.54	425.41
rack	427.02	427.65	rack	428.46	431.27
raff	432.82	433.53	raff	434.40	435.91
rakish	437.52	438.31	rakish	439.10	441.17
ramble	442.78	443.45	ramble	444.26	444.97
rambunctious	446.66	447.73	rambunctious	448.48	450.51
rampage	452.06	453.11	rampage	453.92	455.29
rampage	456.86	457.81	rampage	458.54	459.83
rankle	461.38	462.09	rankle	462.88	464.37
ransom	465.94	466.73	ransom	467.44	470.15
rant	471.70	472.35	rant	473.10	475.15
rapacious	476.76	477.73	rapacious	478.48	480.33
rapids	481.96	482.85	rapids	483.64	485.31
rapport	486.96	487.73	rapport	488.46	490.09
rapprochement	491.74	492.69	rapprochement	493.50	496.21
rapt	497.84	498.57	rapt	499.38	501.77
rarefaction	503.34	504.37	rarefaction	505.14	505.99
rasp	507.70	508.49	rasp	509.22	513.37
raspy	515.08	515.89	raspy	516.78	518.63
ratification	520.24	521.41	ratification	522.16	523.37
ratiocination	525.02	526.35	ratiocination	527.10	528.65
ration	530.24	531.01	ration	531.76	534.11
rattle	535.60	536.23	rattle	537.14	539.83
ravel	541.48	542.11	ravel	542.90	546.81
ravening	548.30	549.07	ravening	549.88	552.69
ravenous	554.34	555.21	ravenous	556.08	557.97
ravish	559.51	560.38	ravish	560.80	563.15
ravishing	564.76	565.61	ravishing	566.36	567.69
razor	569.30	570.01	razor	570.80	572.53
readily	574.20	574.89	readily	575.70	577.57
ready	579.14	579.75	ready	580.50	582.53
realign	584.08	584.97	realign	585.74	587.07
reap	588.70	589.31	reap	590.06	591.77
rebarbative	593.50	594.53	rebarbative	595.34	597.95
rebuff	599.56	600.33	rebuff	601.14	602.39
rebuttal	604.08	604.79	rebuttal	605.60	607.15
recall	608.74	609.51	recall	610.22	614.05
recant	615.60	616.41	recant	617.20	618.91
receipt	620.52	621.27	receipt	622.08	625.71
recess	627.36	628.23	recess	629.04	630.59
recherche	632.16	633.21	recherche	634.02	637.07
recipe	638.72	639.49	recipe	640.30	641.19
reciprocal	642.82	643.71	reciprocal	644.52	646.53
reckon	648.10	648.75	reckon	649.54	652.81
recline	654.36	655.17	recline	655.94	657.99
recollection	659.58	660.51	recollection	661.24	662.97
recombine	664.56	665.47	recombine	666.28	668.25
recompense	669.82	670.83	recompense	671.56	673.15
reconnoiter	674.76	675.63	reconnoiter	676.36	678.07
recruit	679.64	680.35	recruit	681.18	685.31
rectitude	686.86	687.89	rectitude	688.72	691.11
recumbent	692.76	693.71	recumbent	694.52	696.63
recusant	698.30	699.25	recusant	700.06	701.71
redemptive	703.26	704.21	redemptive	705.02	708.09
redolent	709.68	710.51	redolent	711.32	713.21
redoubtable	714.84	715.67	redoubtable	716.44	718.75
redress	720.40	721.27	redress	722.00	723.45
redundancy	725.04	726.01	redundancy	726.78	732.92
reek	734.52	735.13	reek	735.98	737.99
reel	739.60	740.23	reel	740.98	745.03
refectory	746.68	747.57	refectory	748.34	750.01
refraction	751.66	752.55	refraction	753.26	754.05
refresh	755.52	756.39	refresh	757.20	761.01
refulgent	762.60	763.55	refulgent	764.28	766.19
refurbish	767.76	768.67	refurbish	769.48	771.11
refute	772.74	773.47	refute	774.20	775.89
regime	777.46	778.25	regime	778.96	781.09
regress	782.68	783.53	regress	784.28	786.89
regurgitate	788.44	789.47	regurgitate	790.26	793.79
rehearse	795.42	796.23	rehearse	797.04	799.93
reincarnate	801.48	802.53	reincarnate	803.42	804.41
rejoice	805.96	806.81	rejoice	807.56	809.23
rejoin	810.86	811.63	rejoin	812.42	813.89
rejoinder	815.54	816.39	rejoinder	817.14	817.91
rejuvenate	819.54	820.43	rejuvenate	821.28	822.75
relapse	824.36	825.23	relapse	826.04	828.75
relent	830.40	831.11	relent	831.84	835.05
reliance	836.70	837.57	reliance	838.40	839.99
relic	841.68	842.37	relic	843.26	845.61
remainder	847.36	848.11	remainder	848.80	849.77
remains	851.34	852.19	remains	852.94	854.83
remand	856.46	857.23	remand	858.14	860.17
reminder	861.74	862.45	reminder	863.26	865.39
reminisce	867.04	867.91	reminisce	868.64	870.31
remission	871.84	872.61	remission	873.40	875.05
