remit	9.36	10.07	remit	10.92	13.59
remittance	15.22	16.13	remittance	16.94	17.69
remonstrance	19.34	20.41	remonstrance	21.18	22.79
remonstrate	24.42	25.45	remonstrate	26.26	27.85
remunerate	29.40	30.33	remunerate	31.08	32.75
renal	34.26	34.93	renal	35.66	37.45
renascent	39.02	39.93	renascent	40.70	43.61
rend	45.16	45.85	rend	46.68	49.69
rendering	51.30	52.03	rendering	52.82	54.27
rendition	55.86	56.69	rendition	57.42	58.97
renege	60.62	61.33	renege	62.16	63.83
renovate	65.40	66.21	renovate	67.06	69.83
rent	71.42	72.09	rent	72.90	74.83
renunciate	76.42	77.39	renunciate	78.20	78.89
repartee	80.52	81.43	repartee	82.14	83.55
repent	85.10	85.87	repent	86.68	88.39
repercussion	89.96	90.91	repercussion	91.60	95.05
repine	96.68	97.49	repine	98.28	99.67
repose	101.24	102.13	repose	102.90	104.61
reprehend	106.18	107.13	reprehend	107.92	109.59
repressed	111.22	112.11	repressed	112.90	115.17
reprieve	116.76	117.65	reprieve	118.44	123.27
reprobate	124.84	125.79	reprobate	126.62	129.49
reproof	131.04	131.87	reproof	132.62	134.57
repulsion	136.14	136.97	repulsion	137.70	140.55
reputation	142.14	143.11	reputation	143.82	144.59
requite	146.18	147.03	requite	147.86	149.37
rescission	151.04	151.85	rescission	152.64	154.29
resentment	156.00	156.93	resentment	157.70	159.31
resident	160.88	161.75	resident	162.56	165.67
residue	167.36	168.19	residue	169.04	169.83
resigned	171.48	172.31	resigned	173.06	175.03
resilience	176.60	177.57	resilience	178.36	180.33
resound	181.96	182.75	resound	183.50	185.21
resourceful	186.76	187.65	resourceful	188.46	189.25
resplendent	190.90	191.89	resplendent	192.66	194.53
restiveness	196.26	197.25	restiveness	198.02	200.33
restless	201.94	202.77	restless	203.56	206.33
restorative	207.94	209.07	restorative	209.88	211.33
restored	212.96	213.77	restored	214.50	215.37
restrain	217.04	217.89	restrain	218.76	220.31
resurgence	221.92	222.93	resurgence	223.82	226.29
retaliation	227.86	228.95	retaliation	229.78	230.45
retard	232.14	232.97	retard	233.76	235.53
retch	237.20	237.97	retch	238.78	240.49
retention	242.10	242.95	retention	243.66	245.25
retiring	246.84	247.69	retiring	248.46	251.67
retort	253.24	254.03	retort	254.76	255.49
retouch	257.08	257.91	retouch	258.70	260.75
retrace	262.40	263.27	retrace	264.08	265.71
retreat	267.32	268.07	retreat	268.94	270.85
retrench	272.50	273.39	retrench	274.30	276.77
revenge	278.44	279.29	revenge	280.12	281.71
revenue	283.34	284.07	revenue	284.84	287.65
reversion	289.20	290.07	reversion	290.82	293.35
revive	295.00	295.79	revive	296.60	299.49
revolt	301.06	301.79	revolt	302.56	305.79
revulsion	307.42	308.25	revulsion	309.04	311.85
rewarding	313.44	314.25	rewarding	315.04	316.89
rhubarb	318.44	319.31	rhubarb	320.04	323.87
ribald	325.76	326.45	ribald	327.28	329.23
rife	330.88	331.53	rife	332.24	334.13
riffle	335.72	336.39	riffle	337.18	340.07
rig	341.64	342.25	rig	343.00	344.53
rigor	346.10	346.75	rigor	347.48	352.25
rile	353.82	354.53	rile	355.26	356.65
rind	358.20	358.93	rind	359.68	360.51
rinse	362.12	362.83	rinse	363.54	365.89
riot	367.44	368.19	riot	368.98	370.51
riotous	372.14	373.09	riotous	373.82	375.73
ripen	377.32	378.05	ripen	378.78	379.91
ripple	381.48	382.05	ripple	382.80	386.21
ritzy	387.78	388.55	ritzy	389.22	391.25
rive	392.90	393.61	rive	394.34	396.03
riven	397.68	398.33	riven	399.06	401.03
riveting	402.66	403.33	riveting	404.00	406.97
roe	408.62	409.25	roe	410.02	410.75
rollicking	412.40	413.27	rollicking	414.10	416.13
rotate	417.68	418.53	rotate	419.44	423.45
rote	425.10	425.75	rote	426.62	427.89
rotten	429.54	430.25	rotten	431.04	433.43
roughen	435.08	435.79	roughen	436.62	437.67
roundabout	439.32	440.25	roundabout	441.06	442.95
rout	444.58	445.19	rout	445.96	446.71
rove	448.30	449.07	rove	449.88	451.59
ruckus	453.32	454.19	ruckus	455.02	456.65
rudder	457.05	457.67	rudder	459.43	462.09
ruddy	463.74	464.37	ruddy	465.20	467.39
rue	468.96	469.59	rue	470.32	472.21
ruffle	473.84	474.49	ruffle	475.26	478.03
rumble	479.62	480.29	rumble	481.06	483.45
ruminate	485.16	485.97	ruminate	486.78	488.49
rumple	490.16	490.85	rumple	491.56	493.09
rumpus	494.68	495.55	rumpus	496.36	497.99
runic	499.54	500.23	runic	501.00	503.61
rupture	505.18	505.97	rupture	506.74	508.41
rural	510.06	510.67	rural	511.40	512.35
ruse	514.00	514.79	ruse	515.52	517.29
rustle	518.88	519.59	rustle	520.30	521.79
ruthlessness	523.36	524.51	ruthlessness	525.34	528.15
sacrament	529.68	530.59	sacrament	531.40	533.11
sacrilege	534.76	535.81	sacrilege	536.62	538.75
sadden	540.38	541.17	sadden	542.02	544.03
saddle	545.60	546.31	saddle	547.20	548.45
sag	549.96	550.81	sag	551.56	553.37
salmon	554.98	555.73	salmon	556.46	559.09
salutation	560.68	561.83	salutation	562.62	565.13
salute	566.70	567.49	salute	568.20	572.05
salve	573.62	574.39	salve	575.18	578.01
sampler	579.64	580.39	sampler	581.14	584.79
sangfroid	586.54	587.65	sangfroid	588.40	589.91
sanitize	591.54	592.59	sanitize	593.34	594.45
sanity	596.10	596.91	sanity	597.70	600.59
sardonic	602.22	603.13	sardonic	604.02	606.05
sartorial	607.64	608.67	sartorial	609.46	611.47
sash	613.10	613.95	sash	614.66	615.39
satanic	617.00	617.83	satanic	618.80	622.53
sate	624.18	624.89	sate	625.64	628.75
satiny	630.40	631.13	satiny	632.00	634.05
satire	635.78	636.65	satire	637.50	638.29
saturated	639.88	640.89	saturated	641.62	644.97
saucy	646.56	647.39	saucy	648.20	651.15
saunter	652.76	653.55	saunter	654.34	655.95
savvy	657.54	658.25	savvy	659.16	661.35
scabrous	663.00	664.17	scabrous	664.94	665.97
scads	667.62	668.67	scads	670.28	672.37
scald	673.92	674.83	scald	675.60	677.41
scalding	678.90	679.75	scalding	680.50	681.43
scamp	683.08	683.95	scamp	684.70	688.83
scamper	690.40	691.27	scamper	692.00	694.09
scan	695.68	696.49	scan	697.30	702.69
scandal	704.40	705.21	scandal	705.94	708.91
scar	710.56	711.35	scar	712.16	713.87
scare	715.44	716.23	scare	717.06	719.99
scatter	721.58	722.37	scatter	723.18	724.87
schematize	726.36	727.53	schematize	728.38	729.59
scintillate	731.24	732.13	scintillate	732.92	735.39
scission	737.04	737.83	scission	738.56	741.03
scissor	742.64	743.37	scissor	744.22	744.97
scoff	746.70	747.63	scoff	748.50	752.11
scorch	753.68	754.63	scorch	755.44	757.17
scorching	758.78	759.67	scorching	760.52	761.35
scotch	762.96	763.87	scotch	764.66	766.15
scowl	767.70	768.53	scowl	769.30	773.03
scraggly	774.68	775.55	scraggly	776.30	778.81
scrape	780.32	781.17	scrape	781.88	783.87
scrawl	785.48	786.39	scrawl	787.10	789.43
scibble	790.98	791.85	scibble	792.58	794.21
scrimp	795.76	796.57	scrimp	797.38	799.51
scripture	801.10	801.95	scripture	802.74	804.39
scruffy	805.94	806.77	scruffy	807.62	809.43
scrumptious	811.00	812.11	scrumptious	812.84	815.05
