seam	9.20	9.99	seam	10.72	12.07
seamy	13.64	14.37	seamy	15.18	17.19
sear	18.78	19.49	sear	20.30	21.17
seasoned	22.74	23.65	seasoned	24.48	26.79
secretive	28.38	29.35	secretive	30.06	31.49
secure	33.06	33.83	secure	34.64	40.07
sedulity	41.64	42.75	sedulity	43.52	45.31
seep	46.92	47.61	seep	48.44	49.15
self-assertion	50.88	52.01	self-assertion	52.84	54.11
senile	55.74	56.51	senile	57.22	58.23
sensible	59.80	60.59	sensible	61.38	63.81
sententious	65.42	66.53	sententious	67.34	69.39
sentient	70.96	71.79	sentient	72.56	75.33
sentiment	76.90	77.77	sentiment	78.56	81.61
sentinel	83.24	84.03	sentinel	84.82	86.51
sentry	88.06	88.89	sentry	89.70	91.41
sequacious	92.98	94.07	sequacious	95.00	95.87
sequestrate	97.44	98.53	sequestrate	99.36	100.81
seraphic	102.38	103.23	seraphic	103.98	106.37
sere	108.02	108.75	sere	109.62	111.55
serenade	113.08	113.95	serenade	114.78	115.61
sermon	117.18	117.97	sermon	118.70	121.63
serpentine	123.32	124.35	serpentine	125.16	128.55
serried	130.16	130.91	serried	131.68	132.47
settle	134.14	134.79	settle	135.58	138.15
sever	139.70	140.41	sever	141.18	143.11
severe	144.66	145.43	severe	146.16	148.07
shabby	149.64	150.39	shabby	151.14	153.15
shamble	154.74	155.49	shamble	156.26	159.07
shattered	160.58	161.33	shattered	162.14	163.09
sheaf	164.68	165.45	sheaf	166.18	167.65
shear	169.30	169.99	shear	170.74	172.29
sheen	173.90	174.67	sheen	175.50	177.31
sheer	178.88	179.59	sheer	180.34	183.47
shelter	185.08	185.87	shelter	186.68	191.14
shield	192.64	193.35	shield	194.08	196.19
shilly-shally	197.74	198.73	shilly-shally	199.48	202.35
shipshape	204.00	204.87	shipshape	205.68	208.55
shirk	210.14	210.83	shirk	211.64	213.19
shoddy	214.76	215.53	shoddy	216.32	218.17
shove	219.80	220.59	shove	221.40	223.11
showy	224.82	225.45	showy	226.26	228.39
shrewd	229.96	230.75	shrewd	231.56	233.35
shriek	234.92	235.69	shriek	236.52	237.29
shudder	238.94	239.61	shudder	240.38	242.01
shuttle	243.58	244.29	shuttle	245.12	247.99
sibyl	249.58	250.25	sibyl	251.04	253.59
sideline	255.26	256.15	sideline	256.90	258.65
sideshow	260.26	261.21	sideshow	261.98	264.21
sidestep	265.84	266.81	sidestep	267.58	270.33
siege	271.94	272.77	siege	273.58	275.29
sift	276.86	277.59	sift	278.36	279.93
signature	281.52	282.35	signature	283.14	284.87
signify	286.50	287.39	signify	288.20	290.47
simile	291.96	292.65	simile	293.36	294.11
simmer	295.68	296.39	simmer	297.18	302.27
simonize	303.82	304.87	simonize	305.76	309.07
simper	310.64	311.39	simper	312.16	314.03
simulate	315.60	316.55	simulate	317.36	319.05
simultaneous	320.72	321.97	simultaneous	322.82	324.11
singe	325.68	326.55	singe	327.28	329.29
sip	330.90	331.59	sip	332.38	337.05
skim	338.70	339.53	skim	340.32	345.00
skirmish	346.60	347.59	skirmish	348.36	350.93
skirt	352.54	353.31	skirt	354.16	355.73
skit	357.34	358.15	skit	359.10	362.93
skittish	364.52	365.47	skittish	366.20	368.07
skullduggery	369.62	370.89	skullduggery	371.64	373.35
skyrocket	375.00	376.09	skyrocket	376.94	378.41
slack	380.12	380.91	slack	381.62	387.07
slake	388.78	389.57	slake	390.38	392.27
slander	393.86	394.71	slander	395.36	399.00
slant	400.70	401.51	slant	402.32	404.95
slattern	406.76	407.61	slattern	408.38	410.99
slay	412.48	413.19	slay	414.00	415.89
sleight	417.52	418.31	sleight	419.12	422.33
slew	423.96	424.71	slew	425.58	427.25
