distribute	9.24	10.20	distribute	10.86	12.38
diurnal	14.02	14.80	diurnal	15.46	17.30
diverge	18.84	19.92	diverge	20.62	22.28
divergent	23.84	24.78	divergent	25.52	31.08
diverse	32.68	33.54	diverse	34.28	36.14
diversify	37.72	38.82	diversify	39.52	40.40
divert	41.98	42.82	divert	43.52	46.44
dividend	48.00	48.82	dividend	49.52	51.04
divisive	52.68	53.60	divisive	54.34	57.32
divulge	59.00	60.00	divulge	60.68	62.58
docile	64.20	64.96	docile	65.64	67.62
doctrinaire	69.28	70.12	doctrinaire	70.92	74.64
doctrine	76.14	76.94	doctrine	77.62	80.84
document	82.36	83.30	document	83.98	84.70
document	86.26	87.14	document	87.80	90.02
dogged	91.60	92.26	dogged	92.94	93.86
dogma	95.44	96.22	dogma	96.98	98.68
dogmatist	100.30	101.36	dogmatist	102.18	104.44
domain	106.04	106.80	domain	107.54	109.10
domesticated	110.68	111.92	domesticated	112.68	114.72
dominate	116.24	117.06	dominate	117.80	119.24
domination	120.76	121.76	domination	122.52	124.84
domineer	126.40	127.32	domineer	128.04	128.74
dormant	130.34	131.16	dormant	131.96	133.78
dorsal	135.26	136.14	dorsal	136.90	138.78
dose	140.42	141.02	dose	141.76	143.20
dossier	144.70	145.62	dossier	146.36	147.82
down	149.32	150.00	down	150.78	152.60
downfall	154.12	154.94	downfall	155.68	156.54
downplay	158.02	158.88	downplay	159.58	161.68
drab	163.28	164.04	drab	164.78	168.26
draft	169.88	170.72	draft	171.42	174.04
dramatic	175.62	176.48	dramatic	177.24	180.96
drastic	182.60	183.52	drastic	184.20	186.06
drizzly	187.56	188.32	drizzly	189.04	190.34
drollery	191.84	192.62	drollery	193.36	194.08
drone	195.70	196.40	drone	197.22	202.02
drowsy	203.62	204.44	drowsy	205.16	206.58
drudgery	208.16	208.94	drudgery	209.78	211.50
dual	213.02	213.62	dual	214.38	215.38
dubious	216.90	217.90	dubious	218.66	221.88
ductile	223.52	224.38	ductile	225.12	227.34
dull	228.94	229.52	dull	230.18	234.88
dumbbell-like	236.48	237.80	dumbbell-like	238.58	239.66
dumbfound	241.18	242.44	dumbfound	243.12	244.20
dupe	245.80	246.50	dupe	247.22	248.42
duplicate	250.00	250.80	duplicate	251.52	253.62
duplicate	255.18	256.12	duplicate	256.98	259.76
duplicity	261.36	262.28	duplicity	262.94	265.34
durable	266.92	267.66	durable	268.40	270.26
dutiful	271.84	272.62	dutiful	273.28	274.14
dwindle	275.78	276.48	dwindle	277.20	278.74
dynamic	280.40	281.34	dynamic	282.10	284.14
dysfunctional	285.80	286.84	dysfunctional	287.56	288.90
earnest	290.42	291.18	earnest	291.94	293.80
earthiness	295.40	296.32	earthiness	297.04	298.62
ebb	300.26	300.82	ebb	301.52	303.20
eccentric	304.84	305.84	eccentric	306.64	312.44
echo	313.96	314.64	echo	315.40	321.94
eclectic	323.48	324.40	eclectic	325.14	327.60
eclipse	329.14	330.00	eclipse	330.80	335.38
ecological	336.94	338.00	ecological	338.74	341.02
economize	342.52	343.68	economize	344.38	346.22
economy	347.80	348.58	economy	349.34	352.28
edifice	353.80	354.70	edifice	355.38	356.74
