9.250000	9.970000	seam
10.770000	12.050000	3
13.690000	14.350000	seamy
15.230000	17.170000	5
18.830000	19.470000	sear
20.350000	21.150000	7
22.790000	23.630000	seasoned
24.530000	26.770000	9
28.430000	29.330000	secretive
30.110000	31.470000	11
33.110000	33.810000	secure
34.690000	40.050000	13
41.690000	42.730000	sedulity
43.570000	45.290000	15
46.970000	47.590000	seep
48.490000	49.130000	17
50.930000	51.990000	self-assertion
52.890000	54.090000	19
55.790000	56.490000	senile
57.270000	58.210000	21
59.850000	60.570000	sensible
61.430000	63.790000	23
65.470000	66.510000	sententious
67.390000	69.370000	25
71.010000	71.770000	sentient
72.610000	75.310000	27
76.950000	77.750000	sentiment
78.610000	81.590000	29
83.290000	84.010000	sentinel
84.870000	86.490000	31
88.110000	88.870000	sentry
89.750000	91.390000	33
93.030000	94.050000	sequacious
95.050000	95.850000	35
97.490000	98.510000	sequestrate
99.410000	100.790000	37
102.430000	103.210000	seraphic
104.030000	106.350000	39
108.070000	108.730000	sere
109.670000	111.530000	41
113.130000	113.930000	serenade
114.830000	115.590000	43
117.230000	117.950000	sermon
118.750000	121.610000	45
123.370000	124.330000	serpentine
125.210000	128.530000	47
130.210000	130.890000	serried
131.730000	132.450000	49
134.190000	134.770000	settle
135.630000	138.130000	51
139.750000	140.390000	sever
141.230000	143.090000	53
144.710000	145.410000	severe
146.210000	148.050000	55
149.690000	150.370000	shabby
151.190000	153.130000	57
154.790000	155.470000	shamble
156.310000	159.050000	59
160.630000	161.310000	shattered
162.190000	163.070000	61
164.730000	165.430000	sheaf
166.230000	167.630000	63
169.350000	169.970000	shear
170.790000	172.270000	65
173.950000	174.650000	sheen
175.550000	177.290000	67
178.930000	179.570000	sheer
180.390000	183.450000	69
185.130000	185.850000	shelter
186.730000	191.119641	71
192.690000	193.330000	shield
194.130000	196.170000	74
197.790000	198.710000	shilly-shally
199.530000	202.330000	76
204.050000	204.850000	shipshape
205.730000	208.530000	78
210.190000	210.810000	shirk
211.690000	213.170000	80
214.810000	215.510000	shoddy
216.370000	218.150000	82
219.850000	220.570000	shove
221.450000	223.090000	84
224.870000	225.430000	showy
226.310000	228.370000	86
230.010000	230.730000	shrewd
231.610000	233.330000	88
234.970000	235.670000	shriek
236.570000	237.270000	90
238.990000	239.590000	shudder
240.430000	241.990000	92
243.630000	244.270000	shuttle
245.170000	247.970000	94
249.630000	250.230000	sibyl
251.090000	253.570000	96
255.310000	256.130000	sideline
256.950000	258.630000	98
260.310000	261.190000	sideshow
262.030000	264.190000	100
265.890000	266.790000	sidestep
267.630000	270.310000	102
271.990000	272.750000	siege
273.630000	275.270000	104
276.910000	277.570000	sift
278.410000	279.910000	106
281.570000	282.330000	signature
283.190000	284.850000	108
286.550000	287.370000	signify
288.250000	290.450000	110
292.010000	292.630000	simile
293.410000	294.090000	112
295.730000	296.370000	simmer
297.230000	302.250000	114
303.870000	304.850000	simonize
305.810000	309.050000	116
310.690000	311.370000	simper
312.210000	314.010000	118
315.650000	316.530000	simulate
317.410000	319.030000	120
320.770000	321.950000	simultaneous
322.870000	324.090000	122
325.730000	326.530000	singe
327.330000	329.270000	124
330.950000	331.570000	sip
332.430000	337.030000	126
338.750000	339.510000	skim
340.370000	344.980516	128
346.650000	347.570000	skirmish
348.410000	350.910000	131
352.590000	353.290000	skirt
354.210000	355.710000	133
357.390000	358.130000	skit
359.150000	362.914286	135
364.570000	365.450000	skittish
366.250000	368.050000	138
369.670000	370.870000	skullduggery
371.690000	373.330000	140
375.050000	376.070000	skyrocket
376.990000	378.390000	142
380.170000	380.890000	slack
381.670000	387.050000	144
388.830000	389.550000	slake
390.430000	392.250000	146
393.910000	394.690000	slander
395.410000	398.977466	148
400.750000	401.490000	slant
402.370000	404.930000	152
406.810000	407.590000	slattern
408.430000	410.970000	154
412.530000	413.170000	slay
414.050000	415.870000	156
417.570000	418.290000	sleight
419.170000	422.310000	158
424.010000	424.690000	slew
425.630000	427.230000	160
429.090000	429.810000	slice
430.690000	432.530000	162
434.230000	434.930000	slick
435.810000	438.890000	164
440.430000	441.230000	slight
442.110000	449.230000	166
451.010000	451.730000	slink
452.610000	454.250000	168
455.990000	456.870000	slippage
457.750000	459.230000	170
460.990000	461.730000	slippery
462.630000	464.350000	172
466.030000	466.710000	slit
467.590000	469.647388	174
471.350000	472.010000	sliver
472.950000	475.973118	177
477.670000	478.450000	slobber
479.430000	483.430000	180
485.230000	485.970000	slog
486.830000	488.570000	182
490.270000	491.050000	sloppy
491.890000	493.710000	184
495.390000	496.310000	slosh
497.170000	499.370000	186
501.090000	501.830000	slot
502.690000	503.590000	188
505.250000	506.110000	slouch
506.950000	510.830000	190
512.550000	513.290000	sloven
514.210000	515.750000	192
517.510000	518.230000	slue
519.090000	519.970000	194
521.670000	522.410000	slug
523.290000	524.870000	196
526.610000	527.390000	slumber
528.250000	530.190000	198
531.910000	532.590000	slump
533.470000	535.530000	200
537.350000	538.070000	slur
538.930000	540.650000	202
542.370000	543.030000	slurp
543.970000	548.903781	204
550.650000	551.410000	sly
552.330000	554.510000	207
556.230000	557.050000	smarmy
557.890000	559.230000	209
560.950000	561.910000	smattering
562.750000	564.350000	211
566.150000	566.870000	smear
567.750000	571.070000	213
572.750000	573.590000	smirch
574.470000	576.350000	215
577.970000	578.730000	smirk
579.570000	581.590000	217
583.210000	583.930000	smite
584.730000	586.190000	219
587.910000	588.810000	smooth
589.610000	594.890000	221
596.530000	597.350000	smudge
598.190000	600.490000	223
602.210000	602.930000	smuggle
603.770000	605.870000	225
607.630000	608.390000	smut
609.270000	612.190000	227
613.890000	614.870000	snappish
615.710000	617.030000	229
618.670000	619.430000	snappy
620.270000	623.510000	231
625.170000	625.850000	snare
626.610000	628.650000	233
630.290489	631.073054	snarl
631.333908	637.333570	234
639.090000	639.850000	snatch
640.770000	642.850000	237
644.650000	645.410000	sneaking
646.230000	648.530000	239
650.210000	650.910000	sneer
651.790000	653.350000	241
654.910000	655.610000	snicker
656.470000	658.030000	243
659.710000	660.610000	snide
661.510000	663.350000	245
665.070000	665.690000	snip
666.550000	669.230000	247
670.950000	671.670000	snipe
672.470000	673.090000	249
674.790000	675.550000	snitch
676.470000	677.890000	251
679.510000	680.290000	snob
681.150000	682.310000	253
684.050000	684.950000	snobbish
685.830000	688.870000	255
690.610000	691.430000	snooze
692.390000	694.430000	257
696.150000	696.830000	snuggle
697.670000	699.110000	259
700.790000	701.410000	soak
702.290000	703.870000	261
705.590000	706.290000	sober
707.250000	710.230000	263
711.950000	712.590000	sock
713.390000	715.170000	265
716.910000	717.630000	sodden
718.510000	719.530000	267
721.210000	721.950000	soggy
722.790000	723.670000	269
725.410000	726.050000	soil
726.910000	728.630000	271
730.430000	731.350000	solidify
732.210000	735.210000	273
736.910000	737.750000	solitude
738.570000	739.190000	275
741.030000	741.830000	somatic
742.750000	744.710000	277
746.410000	747.290000	somnolent
748.150000	750.250000	279
751.990000	752.850000	sophism
753.670000	755.530000	281
757.250000	758.010000	sorcery
758.930000	760.510000	283
762.150000	763.010000	soulful
763.890000	766.290000	285
767.930000	768.590000	sour
769.510000	770.170000	287
771.870000	772.830000	spacious
773.710000	775.770000	289
777.510000	778.310000	spank
779.350000	781.150000	291
782.890000	783.550000	spark
784.350000	785.950000	293
787.690000	788.570000	sparring
789.370000	791.070000	295
792.890000	793.910000	spasmodic
794.730000	797.050000	297
798.750000	799.410000	spat
800.350000	802.150000	299
803.810000	804.510000	spate
805.330000	809.310000	301
810.950000	811.750000	spatter
812.550000	813.830000	303
815.510000	816.210000	spear
817.090000	819.750000	305
821.490000	822.510000	specifics
823.410000	825.710000	307
827.350000	828.030000	speck
828.930000	830.410000	309
832.090000	833.110000	spectacular
833.970000	836.190000	311
837.810000	838.490000	spell
839.350000	841.090000	313
842.810000	843.870000	spendthrift
844.830000	846.130000	315
847.830000	848.510000	spew
849.430000	851.550000	317
853.230000	853.950000	spiel
