bulge	9.12	9.97	bulge	11.28	14.09
bullion	15.66	16.45	bullion	17.20	18.89
bully	20.52	21.17	bully	21.88	26.26
bumble	27.82	28.39	bumble	29.14	32.04
bump	33.58	34.09	bump	34.92	36.89
bumptious	38.52	39.39	bumptious	40.20	42.07
bungle	43.68	44.35	bungle	45.18	46.29
buoy	47.94	48.57	buoy	49.38	52.85
burial	54.42	55.21	burial	56.00	57.97
burlesque	59.62	60.57	burlesque	61.38	65.03
burnish	66.60	67.29	burnish	68.14	69.65
burrow	71.24	72.01	burrow	72.74	76.21
bust	77.78	78.57	bust	79.30	80.25
bustle	81.80	82.41	bustle	83.14	87.51
butt	89.06	89.73	butt	90.54	95.88
buxom	97.52	98.39	buxom	99.20	100.61
byline	102.22	102.95	byline	103.74	105.97
cacophony	107.60	108.49	cacophony	109.20	110.49
cadence	112.12	112.97	cadence	113.74	116.71
cadet	118.28	118.99	cadet	119.78	122.59
cadge	124.16	124.95	cadge	125.76	127.55
cajole	129.12	129.89	cajole	130.56	131.59
calibrate	133.24	134.15	calibrate	134.92	137.73
callow	139.36	140.07	callow	140.88	143.69
calorie	145.18	145.95	calorie	146.72	148.57
calumniate	150.22	151.17	calumniate	151.94	153.71
cameo	155.26	156.07	cameo	156.84	161.59
camouflage	163.24	164.29	camouflage	165.08	166.63
canard	168.28	169.05	canard	169.80	171.73
canary	173.38	174.11	canary	174.84	176.97
candidacy	178.62	179.53	candidacy	180.30	181.69
canon	183.28	183.95	canon	184.66	186.23
canonical	187.78	188.65	canonical	189.38	191.89
canopy	193.50	194.25	canopy	195.02	196.63
canorous	198.28	199.23	canorous	199.96	202.55
canvass	204.14	204.97	canvass	205.84	207.81
canyon	209.52	210.25	canyon	210.98	211.85
capacious	213.42	214.39	capacious	215.16	217.29
caper	218.86	219.53	caper	220.32	222.09
caprice	223.66	224.47	caprice	225.26	228.65
capsule	230.22	231.09	capsule	231.90	235.11
caption	236.68	237.39	caption	238.16	238.99
captivate	240.64	241.51	captivate	242.36	244.03
carbohydrate	245.66	246.81	carbohydrate	247.60	248.97
cardiologist	250.58	251.75	cardiologist	252.46	253.99
careen	255.56	256.29	careen	257.10	259.35
caress	260.88	261.69	caress	262.52	265.97
careworn	267.54	268.43	careworn	269.20	272.35
cargo	274.00	274.71	cargo	275.44	276.13
carouse	277.70	278.65	carouse	279.38	280.71
carp	282.32	282.93	carp	283.82	286.21
carpenter	287.84	288.65	carpenter	289.42	290.11
carrion	291.64	292.43	carrion	293.16	293.91
cartoon	295.50	296.37	cartoon	297.16	297.89
casual	299.46	300.25	casual	301.10	304.29
catalog	305.86	306.69	catalog	307.44	308.99
catharsis	310.56	311.59	catharsis	312.40	314.11
catholic	315.76	316.63	catholic	317.44	320.33
caucus	321.88	322.69	caucus	323.48	325.25
caudal	326.82	327.47	caudal	328.28	330.41
caulk	332.02	332.69	caulk	333.48	335.43
cauterize	337.12	338.11	cauterize	338.96	341.99
cavalry	343.52	344.29	cavalry	345.18	347.97
cavort	349.56	350.27	cavort	351.10	352.89
cede	354.56	355.29	cede	356.14	357.61
celebrated	359.20	360.17	celebrated	360.92	362.85
celebrity	364.42	365.25	celebrity	366.02	367.67
celerity	369.30	370.17	celerity	370.92	372.49
cello	374.08	374.77	cello	375.50	376.47
cement	378.12	378.91	cement	379.64	383.35
centrifugal	384.96	386.05	centrifugal	387.02	387.89
centripetal	389.46	390.41	centripetal	391.14	392.15
cephalic	393.76	394.63	cephalic	395.38	397.07
ceremony	398.68	399.51	ceremony	400.22	401.67
certification	403.24	404.29	certification	405.00	405.79
cession	407.36	408.13	cession	408.90	410.33
chaffing	412.06	412.79	chaffing	413.62	415.63
chameleon	417.28	418.05	chameleon	418.88	422.47
chandelier	424.16	425.03	chandelier	425.84	427.15
chant	428.72	429.39	chant	430.12	432.55
chaos	434.14	434.97	chaos	435.76	436.45
char	438.04	438.73	char	439.54	442.29
characterization	443.90	445.07	characterization	445.84	447.47
charade	449.04	449.81	charade	450.56	454.45
charisma	456.06	456.87	charisma	457.62	459.67
charity	461.28	461.99	charity	462.74	464.63
charm	466.20	466.89	charm	467.70	472.65
chase	474.22	474.95	chase	475.76	479.18
chaste	480.72	481.51	chaste	482.24	484.05
chasten	485.68	486.39	chasten	487.14	488.87
chastise	490.48	491.55	chastise	492.26	494.13
chauvinistic	495.82	497.01	chauvinistic	497.86	500.85
checkered	502.52	503.23	checkered	504.00	504.85
cheeky	506.48	507.23	cheeky	508.04	510.39
cherubic	511.98	512.93	cherubic	513.66	516.57
chic	518.26	518.93	chic	519.70	521.53
chicanery	523.14	524.03	chicanery	524.84	526.47
chide	528.04	528.75	chide	529.54	531.11
chimera	532.82	533.67	chimera	534.38	536.69
chipmunk	538.38	539.11	chipmunk	539.90	540.91
chipper	542.50	543.07	chipper	543.84	545.73
chirp	547.38	548.01	chirp	548.80	549.71
chisel	551.28	551.93	chisel	552.66	554.11
choice	555.70	556.47	choice	557.26	559.33
choke	560.94	561.61	choke	562.38	563.95
choleric	565.60	566.39	choleric	567.20	568.99
choosy	570.56	571.35	choosy	572.08	574.63
chortle	576.20	576.89	chortle	577.64	581.43
chronic	583.08	583.77	chronic	584.48	586.45
chuck	588.12	588.73	chuck	589.46	593.27
chuckle	594.88	595.51	chuckle	596.24	598.65
churl	600.30	601.09	churl	601.86	603.13
ciliate	604.76	605.55	ciliate	606.36	609.26
cinder	610.82	611.61	cinder	612.36	613.99
circular	615.56	616.41	circular	617.22	619.25
citation	620.84	621.79	citation	622.58	625.13
civilian	626.74	627.57	civilian	628.28	630.43
clairvoyance	632.04	633.07	clairvoyance	633.92	635.39
clairvoyant	637.00	637.89	clairvoyant	638.64	640.95
clammy	642.58	643.21	clammy	643.92	646.15
clandestine	647.76	648.83	clandestine	649.58	651.97
clarity	653.58	654.29	clarity	655.02	656.59
clash	658.20	658.99	clash	659.72	661.91
clasp	663.46	664.31	clasp	665.18	667.99
cleft	669.62	670.35	cleft	671.16	673.21
clement	674.90	675.63	clement	676.42	678.25
clench	679.90	680.69	clench	681.48	683.27
cliche	684.84	685.71	cliche	686.44	688.91
clinch	690.52	691.25	clinch	692.06	694.29
cling	696.02	696.71	cling	697.46	699.71
clot	701.32	701.97	clot	702.78	705.37
cloudburst	707.08	708.11	cloudburst	708.82	709.75
cloy	711.40	712.07	cloy	712.84	714.49
cluster	716.08	716.87	cluster	717.58	722.11
coagulate	723.76	724.71	coagulate	725.44	726.55
coagulation	728.10	729.19	coagulation	729.90	730.75
coarsen	732.42	733.13	coarsen	733.92	734.91
coda	736.54	737.15	coda	737.88	739.43
coddle	741.06	741.69	coddle	742.44	745.20
coeval	746.70	747.43	coeval	748.22	749.31
coffer	750.98	751.61	coffer	752.42	754.53
cogitate	756.14	757.05	cogitate	757.88	760.05
cohesion	761.74	762.61	cohesion	763.42	765.33
collage	767.04	767.91	collage	768.64	769.67
collapse	771.34	772.17	collapse	773.02	776.91
collate	778.78	779.49	collate	780.32	781.85
collision	783.50	784.29	collision	785.20	786.91
colloquy	788.64	789.41	colloquy	790.22	791.95
collude	793.60	794.29	collude	795.10	796.65
colt	798.30	798.87	colt	799.66	801.61
coma	803.26	803.91	coma	804.70	805.55
comatose	807.16	808.07	comatose	808.82	809.69
combat	811.32	812.11	combat	812.92	814.37
comedienne	816.12	816.99	comedienne	817.82	821.03
comely	822.66	823.29	comely	824.06	825.73
comestible	827.38	828.25	comestible	829.02	831.87
comeuppance	833.48	834.35	comeuppance	835.12	837.95
